query_index,query_tweet_id,gold_intent,query_text,rank,similarity,retrieved_customer_tweet_id,retrieved_agent_tweet_id,retrieved_customer_text,retrieved_agent_response
43,230829,DELIVERY_DELAY,"全然Amazonの荷物届かないよ…
いつまで待ったらいいんた…📦",2,0.8932585716247559,2719423,2719422,AmazonでDINOSAUR予約したのはいいけどまだ支払い番号がこない…,@763155 お支払い番号は商品によって発行時期が異なります。予約注文の場合は、発送予定日が近くなってから発行されます。発行タイミングなど詳しくは、リンクのヘルプページをご参照ください。https://t.co/7XGrxNphFt TN
43,230829,DELIVERY_DELAY,"全然Amazonの荷物届かないよ…
いつまで待ったらいいんた…📦",3,0.8892338275909424,1200564,1200563,amazon の請求先住所が自分の意図と違うものになっていた……いつから……,@402087 アマゾンです。請求先住所は便宜上ご登録いただいておりますが、実際に請求書が送付されることはございませんので、ご安心ください。また、アカウントサービスからご変更が可能です。ET
43,230829,DELIVERY_DELAY,"全然Amazonの荷物届かないよ…
いつまで待ったらいいんた…📦",4,0.8816196918487549,479390,479389,Amazonで注文した商品が「配達完了」になっているのに届いてない…どうすればいいの😭😭😭,@228930 ご心配をおかけしております。配達完了でも商品未着の場合、下記ヘルプページの内容をご確認ください。https://t.co/aABELyb8qu  解決しない場合は、以下より当サイトへお問合せください。https://t.co/J6YEizo6qC  　SM
43,230829,DELIVERY_DELAY,"全然Amazonの荷物届かないよ…
いつまで待ったらいいんた…📦",5,0.8795369863510132,716064,716063,Amazonはいつになったら支払い番号を送ってくれるんだい,"@291349 お支払い番号発行のタイミングは商品により異なります。
https://t.co/YeRu3HPfTI  
なお発行後、当サイトからのメールはメッセージセンターでもご確認いただけます。
https://t.co/T4O8Kak3dh MH"
44,2551067,PAYMENT,"@AmazonHelp @115821 You are good at telling lies, not at fixing issues.
My account is still useless, tried loading my gift card, order rejected... Stop talking about these ""specialists"" they are incompetent. https://t.co/I327ny7rzz",1,0.7993387579917908,2946739,2946738,"@AmazonHelp I've been fighting with your support for over two months. Someone hacked my account and placed a $4,000 order for gift cards. I told my CC company to file a chargeback and now you've locked my account! I won't pay for a $4,000 fraudulent order! Amazon doesn't care.",@266928 I can confirm a member of our team is taking a look into this for you. Please keep an eye on your e-mail for a response from us. ^KP
44,2551067,PAYMENT,"@AmazonHelp @115821 You are good at telling lies, not at fixing issues.
My account is still useless, tried loading my gift card, order rejected... Stop talking about these ""specialists"" they are incompetent. https://t.co/I327ny7rzz",2,0.7981667518615723,1680090,1680091,@AmazonHelp Plz check __email__ amazon id...Complaint is registered..he gifted me a gift card which is not working... @510903 ...U guys don't care for ur customer..I just spent 30 mins explaining same to ur customer rep over chat as well,"@510904 Please share your details on the link above and we'll get back to you at the earliest. Please don't provide your email details, as we consider it to be personal information. Our Twitter page is visible to the public. ^PS"
44,2551067,PAYMENT,"@AmazonHelp @115821 You are good at telling lies, not at fixing issues.
My account is still useless, tried loading my gift card, order rejected... Stop talking about these ""specialists"" they are incompetent. https://t.co/I327ny7rzz",3,0.7967466711997986,206692,206691,@115821 @AmazonHelp You have the worst customer service..you basically stole money from us due to YOUR faulty gift card!!,"@164954 I'm sorry to hear this, Christine! We want you to have a great experience w/us! Is there anything we can assist with? ^FR"
44,2551067,PAYMENT,"@AmazonHelp @115821 You are good at telling lies, not at fixing issues.
My account is still useless, tried loading my gift card, order rejected... Stop talking about these ""specialists"" they are incompetent. https://t.co/I327ny7rzz",4,0.7888284921646118,1188548,1188547,"@AmazonHelp My Amazon account was suddenly closed for use of ""invalid gift cards"". I have had an Amazon account since 2012. Fix this.",@399497 I'm sorry for the frustration. Did you receive an e-mail from an account specialist with more information about this? ^KB
44,2551067,PAYMENT,"@AmazonHelp @115821 You are good at telling lies, not at fixing issues.
My account is still useless, tried loading my gift card, order rejected... Stop talking about these ""specialists"" they are incompetent. https://t.co/I327ny7rzz",5,0.7783065438270569,2787713,2787714,"@AmazonHelp @115821 supervisor who said she'd resolve issue didn't, now on hold AGAIN😡getting gift cards #Amazon dumb idea cause ppl who work there don't care https://t.co/TzYGkD975u",@276810 I'm sorry for your poor experience. Please let us know how the call goes and if you need any further help. ^KB
45,149219,SUPPORT_COMPLAINT,"@AmazonHelp Super lange Geschichte, passt nicht in 240 Zeichen... Aber ich sag nur so viel beim Media Markt oder so wäre ich einmal hingegangen, hätte ein Ersatzgerät bekommen und hätte 30 min gebraucht. Bei euch Brauch ich in diesen Fall insgesamt bestimmt 8h 🙄",1,0.595327615737915,2311785,2311783,Vielen Dank @AmazonHelp das ich nur die ersten 60 Minuten meines Leihfilms schauen durfte.,"@670434 Hi, was ist denn vorgefallen? Gruß ^MI"
45,149219,SUPPORT_COMPLAINT,"@AmazonHelp Super lange Geschichte, passt nicht in 240 Zeichen... Aber ich sag nur so viel beim Media Markt oder so wäre ich einmal hingegangen, hätte ein Ersatzgerät bekommen und hätte 30 min gebraucht. Bei euch Brauch ich in diesen Fall insgesamt bestimmt 8h 🙄",2,0.577966570854187,654263,654262,"@120533 de gros soucis de décalages sur les sous-titres de Prime Vidéos, dès 15-20 minutes les ST sont décalés de plusieurs secondes 😤","@275641 Bonsoir, merci de vérifier cela auprès de notre service technique via https://t.co/hgIrz98cdI Ce dernier s'occupera d'effectuer la réclamation ^KD"
45,149219,SUPPORT_COMPLAINT,"@AmazonHelp Super lange Geschichte, passt nicht in 240 Zeichen... Aber ich sag nur so viel beim Media Markt oder so wäre ich einmal hingegangen, hätte ein Ersatzgerät bekommen und hätte 30 min gebraucht. Bei euch Brauch ich in diesen Fall insgesamt bestimmt 8h 🙄",3,0.5496224761009216,879961,879959,@115825 Der Kontrast des ausgewählten Buchstaben zum Rest bei Eurer Suche ist am TV kaum erkennbar. Kann man das nicht ändern??,@328911 Hi Dave. Wir haben viele Buchstaben auf vielen Geräten 🤔 Welchen meinst du denn genau? Und: auf welchem Gerät? ^AS
45,149219,SUPPORT_COMPLAINT,"@AmazonHelp Super lange Geschichte, passt nicht in 240 Zeichen... Aber ich sag nur so viel beim Media Markt oder so wäre ich einmal hingegangen, hätte ein Ersatzgerät bekommen und hätte 30 min gebraucht. Bei euch Brauch ich in diesen Fall insgesamt bestimmt 8h 🙄",4,0.5400565266609192,1557237,2484056,"@116316 Gerade kam die Ersatzlieferung an, diesmal hat nur ein Artikel von den beiden gefehlt, sie bessern sich!!",@481376 Sind beide Artikel in einem Paket versendet worden oder gibt es zwei Sendungsnummern? Das kannst du in deiner Bestellübersicht überprüfen. Grüße ^VM
45,149219,SUPPORT_COMPLAINT,"@AmazonHelp Super lange Geschichte, passt nicht in 240 Zeichen... Aber ich sag nur so viel beim Media Markt oder so wäre ich einmal hingegangen, hätte ein Ersatzgerät bekommen und hätte 30 min gebraucht. Bei euch Brauch ich in diesen Fall insgesamt bestimmt 8h 🙄",5,0.5379458665847778,301515,301514,@116316 kann es sein das ihr absolute Probleme mit eurem Videodienst habt?,"@187924 Hi, was ist denn vorgefallen? Gruß ^MI"
46,311574,OTHER,@AmazonHelp Thanks..  It helped,1,0.9691909551620483,1760505,1760506,@AmazonHelp Thanks does that help,"@529866 On the page that you sent, go ahead and click on the tracking number. What does it say who the carrier is there? ^MH"
46,311574,OTHER,@AmazonHelp Thanks..  It helped,2,0.968619704246521,2721666,2721667,@AmazonHelp Thanks !! For Helping,@763617 You're welcome! :-) Do keep us posted for any further concern. ^PR
46,311574,OTHER,@AmazonHelp Thanks..  It helped,3,0.968000590801239,1266306,1266307,"@AmazonHelp thank you. It helped, sort of.","@416511 Hey, do keep us posted in case you have any further concerns. ^KS"
46,311574,OTHER,@AmazonHelp Thanks..  It helped,4,0.967616081237793,1522613,1522610,@AmazonHelp And not helping me...,"@473141 I hate to hear of this poor experience you're having with us! Without posting personal account info, can you tell us more? ^FR"
46,311574,OTHER,@AmazonHelp Thanks..  It helped,5,0.9661449193954468,2789088,2789089,@AmazonHelp Thanks!! That worked,@778527 I am glad to know that the solution provided by us helped. Do keep us posted if you need any further information. ^MD
47,676916,DELIVERY_TRACKING,@AmazonHelp the carrier was ontrac,1,0.9594860076904297,1482327,1482329,@AmazonHelp the carrier is ONTRAC,@352398 We'd like to take a closer look into this for you. Please contact us at: https://t.co/hApLpMlfHN  ^CC
47,676916,DELIVERY_TRACKING,@AmazonHelp the carrier was ontrac,2,0.939934492111206,980106,980105,@AmazonHelp carrier is ONTRAC,@352398 I understand your frustration with the delay. Please keep us updated if the order hasn't arrived by the new delivery date. ^NS
47,676916,DELIVERY_TRACKING,@AmazonHelp the carrier was ontrac,3,0.8552824854850769,1301263,1301264,@AmazonHelp It was your carrier.,"@424122 Thanks for the info, Matt! We'd like to escalate this quickly, please provide more info here: https://t.co/eFvqAedCEc ^JD"
47,676916,DELIVERY_TRACKING,@AmazonHelp the carrier was ontrac,4,0.8518695831298828,2983117,2983116,@AmazonHelp Amazon was the carrier,"@822626 We'd like to have our Transportation Team look into this further, pls send us more info here: https://t.co/T3c2wvE1cH ^CO"
47,676916,DELIVERY_TRACKING,@AmazonHelp the carrier was ontrac,5,0.8395628929138184,1303709,1303711,@AmazonHelp AMZL US was the carrier,"@424644 Our team would like to make sure this is escalated for you, please send us your info here: https://t.co/7NoCQJwm3L ^JR"
48,1137938,ORDER_PRODUCT,"@132994 @120692 @115850 Bought  #OnePlus5   with 128GB space   on 8th October but next day offers change and offering more discount and freebies, feeling cheated 😚",1,0.7566090822219849,2939191,2939189,@115850 @132994 after buying the OnePlus 5T I didn't get any instant discount neither any cashback. Could you temme why? And when I had a word wid your @AmazonHelp they give me a time frame of 3 months!! Disgusting and pathetic service...,"@812377 Could you kindly share the name of the promotion, tied to your order. Will help us look into the same and guide you. ^CB"
48,1137938,ORDER_PRODUCT,"@132994 @120692 @115850 Bought  #OnePlus5   with 128GB space   on 8th October but next day offers change and offering more discount and freebies, feeling cheated 😚",2,0.7553752660751343,854498,854497,"@115850 @132994 Will there be any offers in near future for #OnePlus5 ...I am planning to buy...",@242956 Currently we don't have any announcements on that. Please stay tuned to the website for updates on offers. ^HA
48,1137938,ORDER_PRODUCT,"@132994 @120692 @115850 Bought  #OnePlus5   with 128GB space   on 8th October but next day offers change and offering more discount and freebies, feeling cheated 😚",3,0.755182147026062,2762701,2762699,"@649928 @132995 @115850 @132994 Is there any chance for exchange my OnePlus 5 to 5t with minimal amount 
bcoz it's just 2 month older.
If yes then I will definitely buy it.",@171091 I understand your concern. You may check the exchange eligibility options once the sale starts. ^JS
48,1137938,ORDER_PRODUCT,"@132994 @120692 @115850 Bought  #OnePlus5   with 128GB space   on 8th October but next day offers change and offering more discount and freebies, feeling cheated 😚",4,0.743732213973999,2418745,2418743,@115850 Struggling to oder OnePlus5 128GB as exchange option is not showing up. Couple hrs back it was there. Exchange offer is mentioned in Special Offers section. Kindly suggest.,"@694940 I'm sorry to know you're facing issues with checkout, Pankaj. Please share your postal code with us. We'll help you further. ^SV"
48,1137938,ORDER_PRODUCT,"@132994 @120692 @115850 Bought  #OnePlus5   with 128GB space   on 8th October but next day offers change and offering more discount and freebies, feeling cheated 😚",5,0.7404553294181824,444436,444435,@115850 @132995 @132994 Excited for #OnePlus5T . Got in first sale ! #AmazonPrime benefits. 😎😉,@220276 Congratulations once again. ^KK
49,2870625,DELIVERY_DELAY,"@AmazonHelp PLEASE  I PAY FOR PRIME. NOTHING, NOTHING IS EVER ON TIME LIARS",1,0.8084507584571838,1447215,1447214,@AmazonHelp I don’t think this is going to make it on time. So glad I pay for Prime. https://t.co/X5Kz8ypoLq,@455815 I'm sorry for the long wait! Is the item you're trying to order currently in stock/available on our site? ^WM
49,2870625,DELIVERY_DELAY,"@AmazonHelp PLEASE  I PAY FOR PRIME. NOTHING, NOTHING IS EVER ON TIME LIARS",2,0.8072445392608643,2771687,2771689,@AmazonHelp That's not the question... I payed for Prime because it promised next day delivery... Email and Online info https://t.co/Irt6xapt7q,@774761 Thank you for the updated information. We do not have access to your account information via Twitter. Please contact us via phone or chat at the following link so we can look into available options with you:  https://t.co/JzP7hlA23B ^MW
49,2870625,DELIVERY_DELAY,"@AmazonHelp PLEASE  I PAY FOR PRIME. NOTHING, NOTHING IS EVER ON TIME LIARS",3,0.8066293001174927,1453793,1453794,@AmazonHelp Makes me wonder why I pay for prime,@457380 This certainly isn't what we like to hear! Have you provided your details in the link previously given? ^HC
49,2870625,DELIVERY_DELAY,"@AmazonHelp PLEASE  I PAY FOR PRIME. NOTHING, NOTHING IS EVER ON TIME LIARS",4,0.8061240911483765,2825518,2825516,.@AmazonHelp not happy 😡 Paying for prime too. https://t.co/Zt5OrqLXkB,@787131 Oh no! Sorry to hear. Have you received an email from us advising about the reason for delay?^ES
49,2870625,DELIVERY_DELAY,"@AmazonHelp PLEASE  I PAY FOR PRIME. NOTHING, NOTHING IS EVER ON TIME LIARS",5,0.804489016532898,2226770,2226773,"@AmazonHelp And to top it off, this item is what convinced me to pay for prime. It’s worked out that I literally paid extra so I could have to spend time trying to get what was promised &amp; could have been easily done.  It’s frustrating.","@649987 I am very sorry to hear this, can I ask for you to reach out to our customer service team through the following link who will be more than happy to assist you further: https://t.co/hApLpMlfHN. Thank you. ^GA"
50,290449,DELIVERY_TRACKING,"Hey @AmazonHelp, waiting on a parcel being delivered to work. Leave for weekend in about an hour. Can you help give an update?",1,0.8340126276016235,2128852,2128849,"@AmazonHelp again parcel due for delivery today by 8pm, it’s not even been dispatched? Been waiting 4 week now, thank you",@383099 We're here to help! ! Items can be dispatched and delivered in the same day. Let us know if you don't receive it by 8:00 PM. ^HM
50,290449,DELIVERY_TRACKING,"Hey @AmazonHelp, waiting on a parcel being delivered to work. Leave for weekend in about an hour. Can you help give an update?",2,0.8097937107086182,2938314,2938313,"@AmazonHelp bit concerned that my parcel was out for delivery last Friday, but has been delayed due to external reasons? @116324 can't give me any updates",@812188 I'm sorry about this! Were there any updates on your tracking on our end? You can check that here: https://t.co/aaDyEz1VgE ^GP
50,290449,DELIVERY_TRACKING,"Hey @AmazonHelp, waiting on a parcel being delivered to work. Leave for weekend in about an hour. Can you help give an update?",3,0.7922801375389099,1356288,1356287,@AmazonHelp hi my parcel Q60949094874 is due to be delivered today but still hasn't arrived. Can I get an update please? ☺️,"@436241 Hello, Nicky! You can check your most up to date tracking details on the Orders page: https://t.co/aaDyEz1VgE ^EA"
50,290449,DELIVERY_TRACKING,"Hey @AmazonHelp, waiting on a parcel being delivered to work. Leave for weekend in about an hour. Can you help give an update?",4,0.7916987538337708,1085996,1085995,@AmazonHelp Still havent received said parcel that should of been here on the 19th pay for next working day recive no updates or reason why it’s delayed,"@376171 I'm sorry, James! We'd like to look into this with you in real time! Please reach out to us here: https://t.co/JzP7hlA23B ^CN"
50,290449,DELIVERY_TRACKING,"Hey @AmazonHelp, waiting on a parcel being delivered to work. Leave for weekend in about an hour. Can you help give an update?",5,0.7880877256393433,468251,468250,@AmazonHelp Still waiting to hear back. I can take delivery post 3 pm today but I want you to know it's a tremendous hassle. Please please make sure it is delivered today post 3 pm. Awaiting your response,"@226493 We have escalated your issue to the relevant team, please wait for an order update. ^MJ"
51,470840,ORDER_CHANGE,"Bonjour @115821, j’ai reçu ce mail. Après avoir appelé le service client il s’avère que la commande est annulée et que je ne pourrais profiter du tarif avantageux. Votre ligne fax est indisponible, que dois-je faire ?? https://t.co/gTU28BDiti",1,0.6883748769760132,2897642,2897640,"Je suis bluffé par les équipes du  service Client d'@120533.
1 réclamation par mail... et rappelé dans l'heure 👏👍👌

#serviceclient https://t.co/uZXviWeYAT",@802840 Cela nous va droit au coeur Pierre 😍😍😍! Nous restons toujours à votre disposition en cas de besoin. ^SA
51,470840,ORDER_CHANGE,"Bonjour @115821, j’ai reçu ce mail. Après avoir appelé le service client il s’avère que la commande est annulée et que je ne pourrais profiter du tarif avantageux. Votre ligne fax est indisponible, que dois-je faire ?? https://t.co/gTU28BDiti",2,0.6862974166870117,2889207,2889208,@AmazonHelp Je vous ai dit que ça faisait 2 jours que Le services client me répond n’importe quoi par mail.,@801075 Je vous prie de remplir le formulaire suivant afin que je puisse vérifier la situation https://t.co/HtUowg2UGX ^AR
51,470840,ORDER_CHANGE,"Bonjour @115821, j’ai reçu ce mail. Après avoir appelé le service client il s’avère que la commande est annulée et que je ne pourrais profiter du tarif avantageux. Votre ligne fax est indisponible, que dois-je faire ?? https://t.co/gTU28BDiti",3,0.6794687509536743,2599749,2599748,"Bonjour @120533 @AmazonHelp , ci-joint le mail que j’ai reçu ce matin . Très déçu de vos service surtout que certaines commandes ont été envoyées . https://t.co/FOHi3qAguq","@735955 Bonjour, je vous invite à contacter notre SAV via le lien suivant : https://t.co/hgIrz98cdI"
51,470840,ORDER_CHANGE,"Bonjour @115821, j’ai reçu ce mail. Après avoir appelé le service client il s’avère que la commande est annulée et que je ne pourrais profiter du tarif avantageux. Votre ligne fax est indisponible, que dois-je faire ?? https://t.co/gTU28BDiti",4,0.6587033271789551,2960431,2960430,"Avant de m'enerver, j'ai consulté mes mails.@120533 le service SMS pour être prévenu il sert à quoi?🤬🤬🤬 https://t.co/NdNVJZTX4m","@136726 Bonsoir, je suis désolé pour cela :\ N'hésitez pas à signaler l'incident à notre SAV afin de faire remonter l'information. ^MH"
51,470840,ORDER_CHANGE,"Bonjour @115821, j’ai reçu ce mail. Après avoir appelé le service client il s’avère que la commande est annulée et que je ne pourrais profiter du tarif avantageux. Votre ligne fax est indisponible, que dois-je faire ?? https://t.co/gTU28BDiti",5,0.6535011529922485,1723452,1723450,@59979 @120533 @120533 Le délais a été rétabli 🤔 j appelle quand même le service client ? https://t.co/VQXBFN2Uzj,"@520360 Les livraisons se font de 8h à 20h. Si vous ne recevez pas le colis vers la fin de la journée, vous pouvez en aviser notre SAV."
52,1506840,TECHNICAL,Amazonのページだけなんか重い。ページにウイルスでも仕込まれてるんじゃないかって心配になるレベル,1,0.7761732339859009,1775039,1775038,Amazonプライムで映画観てるからもうほとんど外に出ないレベルだよ…,@533433 |ω・).｡oO( 気に入っていただけているようでうれしいです・・・！） SK
52,1506840,TECHNICAL,Amazonのページだけなんか重い。ページにウイルスでも仕込まれてるんじゃないかって心配になるレベル,2,0.7727049589157104,409360,409358,Amazonからクレジットカードに謎の980円の請求きてるけど注文履歴やメールに痕跡がないぞい。,"@212600 ご心配をおかけしております。Kindle Unlimitedをご利用されておりませんか？
下記URLをご参照のうえ、登録状況をご確認くださいませ。なお、キャンセルも同じページより可能です。https://t.co/C3nzOG4waH TY"
52,1506840,TECHNICAL,Amazonのページだけなんか重い。ページにウイルスでも仕込まれてるんじゃないかって心配になるレベル,3,0.7714931964874268,1124597,1124596,Amazon使ってないのに勝手にクレジットから3900円引かれたんだけど、、、,@385170 詳しくはこちらのヘルプページをご参照下さい。 https://t.co/NCBCjBifyQ EK
52,1506840,TECHNICAL,Amazonのページだけなんか重い。ページにウイルスでも仕込まれてるんじゃないかって心配になるレベル,4,0.7714931964874268,1124597,1124598,Amazon使ってないのに勝手にクレジットから3900円引かれたんだけど、、、,@385170 3900円のご請求は、Amazonプライム年会費ではないでしょうか。無料体験をご利用の場合、自動更新設定をオフにしていないと30日後に有料会員へ移行します。年会費請求時より特典未使用であれば、キャンセルと同時に返金いたします。 EK
52,1506840,TECHNICAL,Amazonのページだけなんか重い。ページにウイルスでも仕込まれてるんじゃないかって心配になるレベル,5,0.7708770036697388,1430057,1430056,Amazonでハガレン画集をぽちぽちぽち♡,@452120 ご利用ありがとうございます！ю┐￣ε￣) ポチッ ET
53,2958620,DELIVERY_DELAY,It's almost 8pm. The status page for my @122232 delivery still says that my @115830 delivery is arriving today. Does anyone want to take a bet that it'll be a no show? https://t.co/iSotLjItHG,1,0.8223212957382202,644821,644819,Still no sign of my delivery from @115830 despite it being out for delivery from 9am this morning. They have until 8pm to deliver it.,"@273041 I'm sorry your order hasn't arrived yet. If you don't receive your parcel by the time given, please reach out to us by phone at this link here: https://t.co/hApLpMlfHN ^VS"
53,2958620,DELIVERY_DELAY,It's almost 8pm. The status page for my @122232 delivery still says that my @115830 delivery is arriving today. Does anyone want to take a bet that it'll be a no show? https://t.co/iSotLjItHG,2,0.8216345906257629,600370,600369,"Was meant to get my @115830 delivery today, then it delayed to be delivered by 8pm and now it’s nearly 9pm and still no sign of it. Ugh 😩😭","@262380 I'm sorry for the wait! To further assist, please give us a call or chat with us here: https://t.co/JzP7hlA23B ^MH"
53,2958620,DELIVERY_DELAY,It's almost 8pm. The status page for my @122232 delivery still says that my @115830 delivery is arriving today. Does anyone want to take a bet that it'll be a no show? https://t.co/iSotLjItHG,3,0.8099508285522461,594521,594520,Apparently this @115830 delivery is arriving today by 8PM. Think they're going to struggle with 90minutes remaining and it's not out for delivery yet. https://t.co/wjkAZEYm8W,"@133572 We always aim to meet the estimated delivery date provided, Antony! Please keep us posted on delivery! ^FD"
53,2958620,DELIVERY_DELAY,It's almost 8pm. The status page for my @122232 delivery still says that my @115830 delivery is arriving today. Does anyone want to take a bet that it'll be a no show? https://t.co/iSotLjItHG,4,0.7953941226005554,853914,853910,@115830 getting told my package is out for delivery 11:48 almost 2:20 still no sign of it!,"@322820 Parcels can be delivered any time until 21:00, depending on the courier. Please let us know when the parcel arrives!  ^GR"
53,2958620,DELIVERY_DELAY,It's almost 8pm. The status page for my @122232 delivery still says that my @115830 delivery is arriving today. Does anyone want to take a bet that it'll be a no show? https://t.co/iSotLjItHG,5,0.7937144637107849,502399,502398,"when i select for my @115830 delivery to arrive today and it still isn’t out for delivery apparently, yet says it’ll arrive today between 7am and 10pm.. running out of time then🙄😩🤔","@235027 I'm sorry you haven't received your order. If it doesn't arrive by the selected time, please contact us by phone or chat here: https://t.co/qy3J24VGxb ^AC"
54,25261,PRIME,@115850 I am a Prime customer. Is Amazon Video free for me or do I still need to pay some monthly subscription charges?,1,0.8196178674697876,2061609,2061607,@115850 kindly tell how to get free trial of your prime video? I am have Amazon account.,"@170593 Thanks for the interest in using Prime video application. However, the prime free trail is no longer available. You may purchase the prime membership and get unlimited free deliveries and also enjoy unlimited prime videos for Rs.999/-. ^MN"
54,25261,PRIME,@115850 I am a Prime customer. Is Amazon Video free for me or do I still need to pay some monthly subscription charges?,2,0.8058226108551025,538482,538481,@AmazonHelp I've received a letter to tell me I'm eligible for another free month trial of prime video but when I follow the link https://t.co/v4AmrO7WVu it leads me to a page to sign up for a full subscription,"@244840 Hum, I can see your confusion! Here information on how to manage your Prime subscription: https://t.co/zATo19CBTV If this does not give you the information you need, please let us know. We are here to help! Welcome back to Prime! ^DJ"
54,25261,PRIME,@115850 I am a Prime customer. Is Amazon Video free for me or do I still need to pay some monthly subscription charges?,3,0.7697277069091797,2758980,2758982,@AmazonHelp Naah i just want prime video membership for free 😝😋,@772026 We'll not be able to provide Prime subscription for free. You can join Prime here: https://t.co/CwWN2Y4WWA ^GK
54,25261,PRIME,@115850 I am a Prime customer. Is Amazon Video free for me or do I still need to pay some monthly subscription charges?,4,0.768548846244812,674282,674281,@AmazonHelp can you help me with a quick question? I’m getting charged with some transactions that’s saying Amazon Video on Demand. I have amazon prime though. What’s the deal?,"@280808 Hey Omar, can you check to see if you have any Amazon Video subscriptions on your account? You can find more information about it here: https://t.co/jqqAzzPL8l ^PJ"
54,25261,PRIME,@115850 I am a Prime customer. Is Amazon Video free for me or do I still need to pay some monthly subscription charges?,5,0.7665455341339111,1160421,1160420,@115850 is there any chance to get Amazon Prime Membership for free?,@393013 You can try purchasing Echo device which includes 1 year free Prime membership for free. Please check:https://t.co/DwSDetAOfG. ^VN
55,384537,ORDER_PRODUCT,@AmazonHelp Certainly are. It literally will not allow me to check out with them in my basket,1,0.7594890594482422,2283505,2283504,"@AmazonHelp Yes, they are.","@504930 Thanks for confirming, Leigh! Please contact us by phone so that we can investigate further: https://t.co/JzP7hlA23B. Please keep us posted! ^SD"
55,384537,ORDER_PRODUCT,@AmazonHelp Certainly are. It literally will not allow me to check out with them in my basket,2,0.7483694553375244,2745942,2745941,@AmazonHelp yes lol yes they are.,@751308 Thanks for the update! Who is the assigned carrier for your delivery? What was the original and updated delivery date? This information is located here: https://t.co/Y5jpI9gRhE ^SH
55,384537,ORDER_PRODUCT,@AmazonHelp Certainly are. It literally will not allow me to check out with them in my basket,3,0.7251768112182617,1622277,1622278,"@AmazonHelp Oh wait, they are not, sorry for the confusion",@279174 It's all good! Let us know if you need anything else! ^TR
55,384537,ORDER_PRODUCT,@AmazonHelp Certainly are. It literally will not allow me to check out with them in my basket,4,0.6885011792182922,1767513,1767515,"@AmazonHelp Yeah, they are. With your companies OWN carrier service. It’s garbage. 😒",@222585 We want to escalate this to Amazon Logistics for investigation. Please send us more details: https://t.co/h93D5slsA9 ^AM
55,384537,ORDER_PRODUCT,@AmazonHelp Certainly are. It literally will not allow me to check out with them in my basket,5,0.6722694635391235,826258,826260,@AmazonHelp Sure is.,@316810 We'd like to help if we can! Can you tell us more about the issue without providing account sensitive information? ^KJ
56,1560589,DELIVERY_TRACKING,"@AmazonHelp How is that helpful? It’s gone to a locker, it says it’s delivered. I literally just need the collection code email!",1,0.8454760909080505,1179642,1179644,@AmazonHelp Agent has told their system said delivered to Locker but collection code has been provided to me or them,@235758 Was this parcel being delivered to one of our Amazon Lockers? Please double check your spam/junk folder for the e-mailed code! ^ML
56,1560589,DELIVERY_TRACKING,"@AmazonHelp How is that helpful? It’s gone to a locker, it says it’s delivered. I literally just need the collection code email!",2,0.8127657175064087,93573,93571,"@AmazonHelp Hi, I had a parcel delivered to a Amazon locker 2 hours ago but still haven't been emailed or texted with the code.","@136281 Hi, have you checked your junk/spam folder to see if your e-mail has ended up there? ^KI"
56,1560589,DELIVERY_TRACKING,"@AmazonHelp How is that helpful? It’s gone to a locker, it says it’s delivered. I literally just need the collection code email!",3,0.7998967170715332,2432800,2432799,"@AmazonHelp So I want to go get my Locker package which has been delivered, since I am already out of the house, but I’ve gotten no code.","@152471 We're here to help! Are you subscribed to receive Shipment updates via SMS? You would need to check 'Shipment Updates via Text' in your Account Settings. Check and learn how here: https://t.co/gBZWu9Nvc2 Keep us posted, we're here for you! ^JE"
56,1560589,DELIVERY_TRACKING,"@AmazonHelp How is that helpful? It’s gone to a locker, it says it’s delivered. I literally just need the collection code email!",4,0.7995434999465942,2500702,2500704,@AmazonHelp Yeah I received the code for the locker at 14:00 today then the email to say it’s been collected with the same code quoted at 17:24,@713399 Oh my goodness!  That does seem conflicting!  Please reach out to us here:  https://t.co/JzP7hlA23B so we can properly investigate this.  Thank you! ^WB
56,1560589,DELIVERY_TRACKING,"@AmazonHelp How is that helpful? It’s gone to a locker, it says it’s delivered. I literally just need the collection code email!",5,0.7861632108688354,2500703,2500701,@AmazonHelp had email to say parcel delivered to Amazon locker today - then another to say it’s been picked up but I’ve not collected it 😱 please help!,@713399 No worries! We can definitely get this sorted. Have you received an e-mail with your code for the Amazon Locket yet? ^JZ
57,833942,TECHNICAL,@119625 1/2 Please change your PS4 app. I love your content but rewinding and fastforwading is so difficult.,1,0.6402899026870728,687822,687821,@116618 your menu on the #PS4 is not easy to use at all!!! Create a better menu please,@284279 Thank you for your feedback. We will pass it on to the relevant department. ^BD
57,833942,TECHNICAL,@119625 1/2 Please change your PS4 app. I love your content but rewinding and fastforwading is so difficult.,2,0.6329887509346008,1382707,1382705,@116090 thanks so much for fixing an issue that you caught on your end before I did! Means a lot and put a huge smile on my face @141187 #AssassinsCreedOrigin #ps4 #gamers #games,@441798 Glad to hear it :) Thanks for the shout out! ^NV
57,833942,TECHNICAL,@119625 1/2 Please change your PS4 app. I love your content but rewinding and fastforwading is so difficult.,3,0.6230703592300415,2497105,2497103,@205553 @363097 Thanks again for a terrible stream of this game.  Your @116439 app is terrible.,@712602 Oh no! Have you tried restarting the Fire TV? Also deleting and redownloading the app usually helps. ^LH
