tweet_id,text,text_clean,word_count,gold_intent,gold_escalation,gold_reason,annotator_notes
2827203,@AmazonHelp @787478 C’est quoi ^YL ?,C’est quoi ^YL ?,4,DIGITAL_CONTENT,AUTO_HANDLE,Informational question about whether Amazon Video is included with Prime.,
2718526,@AmazonHelp never thought amazon to turn out to be such a disappointment. If i have to get into the hassle of turning my orders then tell me one good reason why should i buy it from amazon? my Order id is 405-2289130-0737900,never thought amazon to turn out to be such a disappointment. If i have to get into the hassle of turning my orders then tell me one good reason why should i buy it from amazon? my Order id is 405-2289130-0737900,41,RETURN,ESCALATE,Customer complains about having to return orders and references a specific order requiring investigation.,
416675,"@AmazonHelp WTFwhy do I keep getting a error with my account saying""there was a problem your password is not correct I havereset the thing 5","WTFwhy do I keep getting a error with my account saying""there was a problem your password is not correct I havereset the thing 5",24,OTHER,ESCALATE,"Account/password error is reported, but the taxonomy does not include a dedicated account-access intent.",
1117976,"@115850 @115821 @115851 @123288 @39424 Even after 36 hours, COD still blocked. #shameless #racist #arrogant https://t.co/3ZWKHBTqo4","Even after 36 hours, COD still blocked. #shameless #racist #arrogant",10,PAYMENT,ESCALATE,Cash-on-delivery payment method remains blocked and requires investigation.,
2534511,@AmazonHelp Yes. It persists. They work on my phone.,Yes. It persists. They work on my phone.,8,TECHNICAL,AUTO_HANDLE,Customer reports that an issue persists while noting that it works on their phone; technical troubleshooting context.,
432317,@AmazonHelp What kind of sorry? 4 to10 oct 6 days me nahi hopaya kya apse delivery. Customer ki time kya koi valu nahi hai kya?,What kind of sorry? 4 to10 oct 6 days me nahi hopaya kya apse delivery. Customer ki time kya koi valu nahi hai kya?,24,DELIVERY_DELAY,ESCALATE,Delivery has taken six days and was not completed within the expected period.,
2600817,Amazonプライム、お試し登録してたの忘れてて気づいたら正会員になっててお金引き落とされてたけど来年もたぶん解約するの忘れるんだろうなぁ,Amazonプライム、お試し登録してたの忘れてて気づいたら正会員になっててお金引き落とされてたけど来年もたぶん解約するの忘れるんだろうなぁ,1,PRIME,ESCALATE,Prime trial converted to paid membership and the customer was charged; billing/account-specific resolution required.,
385325,@AmazonHelp I did this and no response.,I did this and no response.,6,SUPPORT_COMPLAINT,ESCALATE,Customer followed the instructed process but received no response.,
849774,@AmazonHelp Connected.. the India Helpdesk confirmed that th the US helpdesk will call.. didn’t!! Emails sent.. replied with an auto response!! Super!,Connected.. the India Helpdesk confirmed that th the US helpdesk will call.. didn’t!! Emails sent.. replied with an auto response!! Super!,21,SUPPORT_COMPLAINT,ESCALATE,Promised callback never occurred and emails only generated automated responses.,
843528,"@AmazonHelp Según decís, está “pendiente de envío”, y en varias ocasiones me habéis escrito para decirme que a va a retrasar 😔","Según decís, está “pendiente de envío”, y en varias ocasiones me habéis escrito para decirme que a va a retrasar 😔",21,DELIVERY_DELAY,ESCALATE,Order remains pending shipment and has repeatedly been delayed.,
2262300,"@AmazonHelp I spoke to Thaddeus B., he was very helpful and spoke to @115817. I am hoping they deliver as promised.","I spoke to Thaddeus B., he was very helpful and spoke to . I am hoping they deliver as promised.",20,DELIVERY_DELAY,AUTO_HANDLE,Customer is hoping delivery occurs as promised without making a specific intervention request.,
1306038,"@AmazonHelp Thank you, I'm already in progress for return and I hope a refund. I just hope it doesn't get resent out to someone else.","Thank you, I'm already in progress for return and I hope a refund. I just hope it doesn't get resent out to someone else.",24,RETURN,ESCALATE,Return is in progress and customer expects a refund; return/order-specific processing is involved.,
282737,Amazonのスーパーファミコンミニが届かない件はどうやら文字化け案件だったらしい。よりによってこんな時にやらかしてくれたな。,Amazonのスーパーファミコンミニが届かない件はどうやら文字化け案件だったらしい。よりによってこんな時にやらかしてくれたな。,1,DELIVERY_FAILURE,ESCALATE,Customer says a Super Famicom Mini has not arrived; delivery problem requires investigation.,
2752411,@AmazonHelp No problem. It’s been broken on that book for a long time. Need to see it before I buy.,No problem. It’s been broken on that book for a long time. Need to see it before I buy.,19,TECHNICAL,AUTO_HANDLE,A book's page or functionality has apparently been broken for a long time; technical/product-page issue.,
1470350,@AmazonHelp Ok! Je vais pouvoir commandé sur un autre site. Mais pourquoi ne pas utiliser simplement le service de sécurité des banques?? Dommage,Ok! Je vais pouvoir commandé sur un autre site. Mais pourquoi ne pas utiliser simplement le service de sécurité des banques?? Dommage,22,PAYMENT,ESCALATE,Customer appears unable to complete an order because of a payment/security process issue.,
379393,"@AmazonHelp La dernière fois que j'ai contacté le SAV pour une commande, j'ai demandé l'annulation et on m'a dit ""tout est OK"". Je l'ai qd-même reçue.","La dernière fois que j'ai contacté le SAV pour une commande, j'ai demandé l'annulation et on m'a dit ""tout est OK"". Je l'ai qd-même reçue.",25,ORDER_CHANGE,ESCALATE,Previous cancellation request apparently failed and the order was still delivered; order-state problem.,
1200325,@AmazonHelp No no just seen all the bad reviews and stuff about the driver's stealing packages. I'm just a little worried is all.,No no just seen all the bad reviews and stuff about the driver's stealing packages. I'm just a little worried is all.,22,OTHER,AUTO_HANDLE,Customer is worried about possible package theft but reports no actual theft or delivery failure.,
465085,@AmazonHelp Oh man her tail is twitching with excitement!,Oh man her tail is twitching with excitement!,8,OTHER,AUTO_HANDLE,Casual commentary with no support request.,
478564,@AmazonHelp  I did visit moto service center they asked me that our jobsheet is our service denial letter and I sent it to you for 4 https://t.co/5Ku6Ag9D9q please start refund otherwise I will approach high court for protection of my consumer right.,I did visit moto service center they asked me that our jobsheet is our service denial letter and I sent it to you for 4 please start refund otherwise I will approach high court for protection of my consumer right.,40,REFUND,ESCALATE,Customer explicitly requests a refund after service denial and threatens legal action.,
2766316,@115850 Shamshabad-RGIA area had been alloted a new pin code earlier this year. Not picking up when searching. Pls update - 500108. TY 🙏,Shamshabad-RGIA area had been alloted a new pin code earlier this year. Not picking up when searching. Pls update - 500108. TY 🙏,23,ORDER_CHANGE,ESCALATE,Customer requests an address/postcode update relevant to delivery.,
2336104,@115821 Your customer service is poor. Why don't you post customer service complaints? Your insurance provider and your service is poor.,Your customer service is poor. Why don't you post customer service complaints? Your insurance provider and your service is poor.,20,SUPPORT_COMPLAINT,ESCALATE,Explicit complaint about customer service and insurance/service quality.,
1832097,"If @115821 can’t deliver a package within the same city in under two days, why do I pay for a Prime membership? https://t.co/xlPpKx0H5E","If can’t deliver a package within the same city in under two days, why do I pay for a Prime membership?",21,DELIVERY_DELAY,ESCALATE,Customer complains about delivery taking more than two days and questions the value of Prime.,
1578401,@AmazonHelp @61924 Collector's Edition https://t.co/1F75ISH8k7 Been available since May no reason pre-orders shouldn't go out on time to customers.,Collector's Edition Been available since May no reason pre-orders shouldn't go out on time to customers.,16,DELIVERY_DELAY,ESCALATE,Pre-order is expected to ship on time but customer is concerned about delay.,
2915800,@AmazonHelp Haha Watchmen sem medo de ser feliz,Haha Watchmen sem medo de ser feliz,7,OTHER,AUTO_HANDLE,Casual entertainment/content commentary with no support request.,
2612337,"@AmazonHelp I wish to notify that I received the Items, yesterday  I was Complain due to Incomplete address , Items is Undelivered, Kindly Stop the refund,","I wish to notify that I received the Items, yesterday I was Complain due to Incomplete address , Items is Undelivered, Kindly Stop the refund,",25,REFUND,AUTO_HANDLE,Customer confirms receiving the items and asks Amazon to stop an already-initiated refund.,
2971977,プライムナウとかいう神アプリで注文から2時間後に届いたHDDケース🙆🙆🙆早速入れ替える！ https://t.co/LJbQnlmiB1,プライムナウとかいう神アプリで注文から2時間後に届いたHDDケース🙆🙆🙆早速入れ替える！,1,OTHER,AUTO_HANDLE,Positive commentary about fast Prime Now delivery.,
1364740,@AmazonHelp That’s not what I’m getting at,That’s not what I’m getting at,6,OTHER,AUTO_HANDLE,Reaction to a previous response with no actionable issue stated.,
145688,@115821 what happened to next day delivery i pay a subscription for next day delivery nothing is on next day why?,what happened to next day delivery i pay a subscription for next day delivery nothing is on next day why?,20,DELIVERY_DELAY,ESCALATE,Customer paid for next-day delivery but says the order is not arriving next day.,
734643,@AmazonHelp This link requires a log in password we have neither please for a contact telephone number and identify an individual to address this please,This link requires a log in password we have neither please for a contact telephone number and identify an individual to address this please,24,SUPPORT_COMPLAINT,ESCALATE,Customer cannot access the provided support link and requests direct contact.,
2540319,@AmazonHelp Ok j'attends aujourd'hui j'irai voir à la poste demain avec le papier quand même si j'ai rien aujourd'hui ! Meeerci bcp pr votre aide bonne journée ☺,Ok j'attends aujourd'hui j'irai voir à la poste demain avec le papier quand même si j'ai rien aujourd'hui ! Meeerci bcp pr votre aide bonne journée ☺,27,DELIVERY_FAILURE,AUTO_HANDLE,Customer is waiting to see whether the parcel arrives and plans to visit the post office if it does not.,
423003,@AmazonHelp M not getting solution from amazon.,M not getting solution from amazon.,6,SUPPORT_COMPLAINT,ESCALATE,Customer says Amazon has not provided a solution.,
970583,@AmazonHelp Still no call received . Please respond ASAP @AmazonHelp,Still no call received . Please respond ASAP,8,SUPPORT_COMPLAINT,ESCALATE,Promised callback has not arrived and the customer requests an urgent response.,
1136233,"buy something from @115821, seller sends a barrage of emails asking for review.  post an honest review primarily about how you will get harangued by seller to post a review but product is adequate.  @115821 rejects your review, but won't tell you why.  wtf?","buy something from , seller sends a barrage of emails asking for review. post an honest review primarily about how you will get harangued by seller to post a review but product is adequate. rejects your review, but won't tell you why. wtf?",43,SUPPORT_COMPLAINT,ESCALATE,Customer complains about seller review solicitation and Amazon's handling of the review.,
1237563,Amazon tryna come into your house and put your package on your table meanwhile Fedex rings the bell and is driving off when I open the door.,Amazon tryna come into your house and put your package on your table meanwhile Fedex rings the bell and is driving off when I open the door.,27,DELIVERY_FAILURE,AUTO_HANDLE,Commentary about differences in delivery behavior between Amazon and FedEx; no explicit support request.,
1114375,Guests have come and gone and the order remains to make an appearance....@115830 https://t.co/zoUsxCVB6C,Guests have come and gone and the order remains to make an appearance....,13,DELIVERY_DELAY,ESCALATE,Order has not arrived within the expected timeframe.,
1791181,@AmazonHelp Yes it’s activated it says 30 dollars in my account,Yes it’s activated it says 30 dollars in my account,10,PAYMENT,AUTO_HANDLE,Customer confirms that a monetary amount has been activated or credited to the account.,
1426202,"As said b4, the agent's details are shared 2day, one day""Fake Promise""
Shame @115850 @115821. No-one even had the shame to call and inform https://t.co/2BszaBZW2L","As said b4, the agent's details are shared 2day, one day""Fake Promise"" Shame . No-one even had the shame to call and inform",23,SUPPORT_COMPLAINT,ESCALATE,Promised agent contact did not happen and the customer complains about lack of communication.,
2864719,prime Nowで買い物をする,prime Nowで買い物をする,2,ORDER_PRODUCT,AUTO_HANDLE,Simple statement about shopping through Prime Now with no support issue.,
701436,"@AmazonHelp Danke.. ich weiss echt nicht mehr was tun, weil das Paket ja bezahlt wurde und es einfach nur ankommen soll..","Danke.. ich weiss echt nicht mehr was tun, weil das Paket ja bezahlt wurde und es einfach nur ankommen soll..",20,DELIVERY_DELAY,ESCALATE,Customer has paid for a package and is waiting for it to arrive.,
2405151,"@AmazonHelp I appreciate your help, my email isn't linked to our amazon account so am I to assume that this is a scam email?","I appreciate your help, my email isn't linked to our amazon account so am I to assume that this is a scam email?",23,OTHER,ESCALATE,Customer suspects an email may be a scam because it is not associated with their Amazon account; underlying issue is unclear.,
281159,"Amazonの受け取り先を会社にしていると、家に持って帰るとき微妙に困る。ダンボール抱えて帰るのもなんなので。
有料で良いんで紙袋同梱サービスとかやって欲しいな。ちょうど良いサイズのが自動で入ってると嬉しい。
@116313",Amazonの受け取り先を会社にしていると、家に持って帰るとき微妙に困る。ダンボール抱えて帰るのもなんなので。 有料で良いんで紙袋同梱サービスとかやって欲しいな。ちょうど良いサイズのが自動で入ってると嬉しい。,2,ORDER_PRODUCT,AUTO_HANDLE,Feature suggestion for packaging with purchases; no existing order problem.,
2276362,"@AmazonHelp @115821 @115851 @115850 https://t.co/aYj2ELCXv2

FIRST CHANGE your policies.. I AM witng for earphones since 2 months, n now third time u hv sent wrong color","FIRST CHANGE your policies.. I AM witng for earphones since 2 months, n now third time u hv sent wrong color",21,ORDER_PRODUCT,ESCALATE,Customer has repeatedly received the wrong product color and requires product/order-specific resolution.,
2725020,@AmazonHelp Done. Thanks for the help,Done. Thanks for the help,5,OTHER,AUTO_HANDLE,Customer confirms completion and thanks support.,
2840225,"@115821 I'm so disappointed , I placed orders on November 12th &amp; 23rd and both deliveries were screwed up!!","I'm so disappointed , I placed orders on November 12th and 23rd and both deliveries were screwed up!!",18,DELIVERY_FAILURE,ESCALATE,Customer says two orders had their deliveries seriously mishandled.,
2361839,Hey @115821 can you hire customer service members that understand what they’re doing k thanks,Hey can you hire customer service members that understand what they’re doing k thanks,14,SUPPORT_COMPLAINT,ESCALATE,Direct complaint about poor customer-service competence.,
1618370,@115850 @AmazonHelp Dropped package 15 days ago to drop off location &amp; no refund yet. Pkg has been picked up already. Support not helping.,Dropped package 15 days ago to drop off location and no refund yet. Pkg has been picked up already. Support not helping.,22,REFUND,ESCALATE,Returned package was picked up 15 days ago but the refund has not arrived and support is not helping.,
2303639,@AmazonHelp @115830 hi I tried to call DHL and I don’t even know if they are my carrier? Please can you help me find my carrier I have lost money on furniture I have not received but have paid for,hi I tried to call DHL and I don’t even know if they are my carrier? Please can you help me find my carrier I have lost money on furniture I have not received but have paid for,38,DELIVERY_TRACKING,ESCALATE,Customer cannot identify the carrier and has paid for furniture that has not arrived.,
442789,@AmazonHelp Bonjour. Je viens de contacter votre SAV. Réponse totalement inutile. On me dit qu' il y'a 1 rupture de stock. Or j'avais précommandé le livre 3 mois avant sa sortie pour avoir 1 édition signée !,Bonjour. Je viens de contacter votre SAV. Réponse totalement inutile. On me dit qu' il y'a 1 rupture de stock. Or j'avais précommandé le livre 3 mois avant sa sortie pour avoir 1 édition signée !,36,ORDER_PRODUCT,ESCALATE,Pre-ordered signed edition became unavailable due to stock shortage and requires resolution.,
2791903,"@AmazonHelp nossa foram muitos o box do death note, vários da darkside como só os animais salvam, ecos, donnie darko, circo mecânico, o ultimo adeus e +, mindhunter, origem do dan brown, mulher maravilha, (r)evolução das mulheres, trono negro e três coroas negras e alguns ebooks ❤️","nossa foram muitos o box do death note, vários da darkside como só os animais salvam, ecos, donnie darko, circo mecânico, o ultimo adeus e +, mindhunter, origem do dan brown, mulher maravilha, (r)evolução das mulheres, trono negro e três coroas negras e alguns ebooks ❤️",46,ORDER_PRODUCT,AUTO_HANDLE,Commentary listing books or content purchased with no support request.,
2378197,Your Amazon.in order #171-7600944-4581914 is out for delivery,Your Amazon.in order #171-7600944-4581914 is out for delivery,8,DELIVERY_TRACKING,AUTO_HANDLE,Automated delivery-status notification with no customer support request.,
2548042,"@AmazonHelp The link is not working, please tell me where my parcel is and when I am likely to receive it.","The link is not working, please tell me where my parcel is and when I am likely to receive it.",20,DELIVERY_TRACKING,ESCALATE,Tracking link does not work and customer asks where the parcel is and when it will arrive.,
603159,@AmazonHelp friday 1st dec was the original delivery date,friday 1st dec was the original delivery date,8,DELIVERY_DELAY,AUTO_HANDLE,Customer merely states the original delivery date; insufficient context for escalation.,
743262,"Please, please, please @115821 send me my book... 😭 #everydaywatercolor","Please, please, please send me my book... 😭 #everydaywatercolor",9,DELIVERY_DELAY,ESCALATE,Customer urgently asks for a book that has not arrived.,
244693,"@AmazonHelp I am not filling anymore details anywhere,u check the registered account with email id __email__ and work on delivery of one+5","I am not filling anymore details anywhere,u check the registered account with email id __email__ and work on delivery of one+5",21,DELIVERY_FAILURE,ESCALATE,Customer asks Amazon to use the registered account to resolve an ongoing delivery problem.,
19141,@115850 I am a prime member but i can't get product so fast..,I am a prime member but i can't get product so fast..,12,DELIVERY_DELAY,ESCALATE,Prime member complains that products are not arriving quickly enough.,
206006,"@AmazonHelp Email confirmation from my bank account. I can’t contact you via that method...my account is closed, remember?","Email confirmation from my bank account. I can’t contact you via that method...my account is closed, remember?",17,PAYMENT,ESCALATE,Bank-account confirmation is involved while the customer's Amazon account is closed; account and financial handling is required.,
2111015,"@AmazonHelp Hi, I purchased something 11 business days ago and I haven't received my items yet, I am a PRIME subscriber and when clicking on ""follow up"" shipping it won't deliver any other information.. How can I track it down through AMZMX??","Hi, I purchased something 11 business days ago and I haven't received my items yet, I am a PRIME subscriber and when clicking on ""follow up"" shipping it won't deliver any other information.. How can I track it down through AMZMX??",41,DELIVERY_TRACKING,ESCALATE,Prime order is 11 business days late and tracking provides no useful information.,
1336211,Our @126705 Postman was very angry when he knocked with this this morning @AmazonHelp ! Luckily he had 2 parcels to deliver so he guessed correctly but nearly didn't get my delivery! Is the postman supposed to guess? https://t.co/DTDJJXETFj,Our Postman was very angry when he knocked with this this morning ! Luckily he had 2 parcels to deliver so he guessed correctly but nearly didn't get my delivery! Is the postman supposed to guess?,36,DELIVERY_FAILURE,AUTO_HANDLE,Delivery-person behavior caused concern but the package was successfully delivered.,
425470,@AmazonHelp trying to save urself by giving link of delivered order. please get the order number mentioned delivered.,trying to save urself by giving link of delivered order. please get the order number mentioned delivered.,17,DELIVERY_TRACKING,ESCALATE,Customer says the wrong delivered order is being referenced and asks Amazon to locate the specified order.,
16448,@AmazonHelp こんにちは。先日Amazonギフト券チャージのやり方を教えていただいた者です。チャージが終了しアカウントに登録されたのですが、買い物でお支払い方法のコード入力とはどこに書かれてあるのですか？「次に進む」が表示されず買い物できません。どうすれば良いですか？,こんにちは。先日Amazonギフト券チャージのやり方を教えていただいた者です。チャージが終了しアカウントに登録されたのですが、買い物でお支払い方法のコード入力とはどこに書かれてあるのですか？「次に進む」が表示されず買い物できません。どうすれば良いですか？,1,PAYMENT,ESCALATE,Gift-card balance exists but the customer cannot use the payment flow to complete a purchase.,
2408721,@AmazonHelp Stop assuring. 7 agents did that today!,Stop assuring. 7 agents did that today!,7,SUPPORT_COMPLAINT,ESCALATE,Customer says multiple agents have repeatedly made assurances without resolving the issue.,
125302,"@AmazonHelp Nun gut, ich probiere es mal und gehe dann auch erstmal ins Bett, danke für die Antworten erstmal 😃","Nun gut, ich probiere es mal und gehe dann auch erstmal ins Bett, danke für die Antworten erstmal 😃",19,OTHER,AUTO_HANDLE,Customer acknowledges the response and ends the interaction positively.,
596771,"@AmazonHelp Being a prime member for 3 years now,might as well just not pay for prime since I'm having to wait another 3 days for a product that should have come new. I mean what is the normal ship time without prime... 7 business days?! We aren't far off now are we?.","Being a prime member for 3 years now,might as well just not pay for prime since I'm having to wait another 3 days for a product that should have come new. I mean what is the normal ship time without prime... 7 business days?! We aren't far off now are we?.",51,DELIVERY_DELAY,ESCALATE,Prime member is waiting several additional days for a product that should have arrived sooner.,
2602981,@AmazonHelp I assume you outsource deliveries.it's no exaggeration when I say he waited 10 seconds.somewhere someone has had a nice freebie on my last order.luckily Amazon believed me.This one needs a signature thankfully.,I assume you outsource deliveries.it's no exaggeration when I say he waited 10 seconds.somewhere someone has had a nice freebie on my last order.luckily Amazon believed me.This one needs a signature thankfully.,32,DELIVERY_FAILURE,ESCALATE,Customer alleges a previous package was effectively stolen or mishandled and is concerned about delivery handling.,
583542,Bought @89677 HT1309 from @115850 now charger not working. Need Help.. https://t.co/HMlePlP5of,Bought HT1309 from now charger not working. Need Help..,9,ORDER_PRODUCT,ESCALATE,Purchased physical product has a defective charger and requires product-specific support or replacement.,
2750369,@115850 when will you annouce winners for the OnePlus 5t quiz and the level quiz as well?,when will you annouce winners for the OnePlus 5t quiz and the level quiz as well?,16,OTHER,AUTO_HANDLE,Informational question about winners of a quiz with no support issue.,
534070,"@AmazonHelp Left there for up to 2 days in the rain. There's a book in that parcel. If you stopped underpaying your drivers and holding them to unfair working conditions (no payment if the customer doesn't take the parcel, causing issues like this) maybe you'd have fewer complaints.","Left there for up to 2 days in the rain. There's a book in that parcel. If you stopped underpaying your drivers and holding them to unfair working conditions (no payment if the customer doesn't take the parcel, causing issues like this) maybe you'd have fewer complaints.",47,DELIVERY_FAILURE,ESCALATE,"Package was left exposed in the rain, creating potential damage and a delivery-handling issue.",
1510497,@AmazonHelp 3rd delivery in a couple of months that hasn't arrived. 3rd party oder arrived 2 days early!I'm bound to be due free 1yr Prime!,3rd delivery in a couple of months that hasn't arrived. 3rd party oder arrived 2 days early!I'm bound to be due free 1yr Prime!,24,DELIVERY_DELAY,ESCALATE,"Third Amazon delivery in a few months has failed to arrive, indicating a repeated delivery problem.",
663823,@AmazonHelp as i wrote earlier I have done that three times.  They have as little info as you do.  Why do you call yourself help if you cant help?,as i wrote earlier I have done that three times. They have as little info as you do. Why do you call yourself help if you cant help?,28,SUPPORT_COMPLAINT,ESCALATE,Customer already followed the suggested steps multiple times without getting useful information.,
2685195,"@AmazonHelp The point is that Wednesday delivery is not one day delivery. I can very rarely get anything delivered next day anymore - it used to be so great, but I won’t spend £80 on a three or four day service.","The point is that Wednesday delivery is not one day delivery. I can very rarely get anything delivered next day anymore - it used to be so great, but I won’t spend £80 on a three or four day service.",40,DELIVERY_DELAY,ESCALATE,Customer paid for next-day service but the promised delivery timing is not being met.,
1095958,"Ah sinon, chez vous aussi @120533 est inaccessible uniquement depuis Firefox (56) ? https://t.co/lLR82cZPmM","Ah sinon, chez vous aussi est inaccessible uniquement depuis Firefox (56) ?",12,TECHNICAL,AUTO_HANDLE,Website is inaccessible only through a specific Firefox version or browser.,
1219171,C’est mal de laisser un calque mal synchronisé sur une pub @AmazonHelp https://t.co/zoitAPvFNZ,C’est mal de laisser un calque mal synchronisé sur une pub,11,OTHER,AUTO_HANDLE,Complaint about a poorly synchronized visual layer in an advertisement; no defined support intent applies.,
1338605,@AmazonHelp sir tell me why my cash is not back to me,sir tell me why my cash is not back to me,11,REFUND,ESCALATE,Customer asks why their money has not been returned.,
2367914,@AmazonHelp Just wondering where these kicks are. They were suppose to be here by now. This email confuses me.,Just wondering where these kicks are. They were suppose to be here by now. This email confuses me.,18,DELIVERY_TRACKING,ESCALATE,Customer wants to know where the shoes are and is confused by the delivery email.,
2609240,"@706738 @120540 Allora non sono l'unico a cui capitano. A gennaio non rinnoverò Prime, negli ultimi mesi 5 spedizioni con ritardi. Che senso ha pagare pure un abbonamento se poi non funziona il servizio? p.s. tra l'altro a me capitato sempre con il loro corriere interno (Amazon Logistics) 😑","Allora non sono l'unico a cui capitano. A gennaio non rinnoverò Prime, negli ultimi mesi 5 spedizioni con ritardi. Che senso ha pagare pure un abbonamento se poi non funziona il servizio? p.s. tra l'altro a me capitato sempre con il loro corriere interno (Amazon Logistics) 😑",47,DELIVERY_DELAY,ESCALATE,Multiple Prime shipments have experienced delays and the customer questions the service.,
2703132,@AmazonHelp I have tried that gives me call and email no chat?,I have tried that gives me call and email no chat?,11,SUPPORT_COMPLAINT,ESCALATE,Customer asks for a different support contact method after the offered method did not meet their needs.,
281954,@AmazonHelp Terrible experience with cancellation process in amazon. https://t.co/45cQ0rWx07,Terrible experience with cancellation process in amazon.,7,ORDER_CHANGE,ESCALATE,Customer explicitly complains about the order cancellation process.,
2830772,@AmazonHelp Yes all the items in my order are fulfilled by Amazon,Yes all the items in my order are fulfilled by Amazon,11,ORDER_PRODUCT,AUTO_HANDLE,Customer provides fulfillment information with no standalone actionable request.,
2726815,@AmazonHelp How much time to take for diliver,How much time to take for diliver,7,OTHER,AUTO_HANDLE,General question about how long delivery takes without reference to a specific delayed shipment.,
1005105,@AmazonHelp Eagerly waiting for my product. Hope you understand it and will take action as soon as possible,Eagerly waiting for my product. Hope you understand it and will take action as soon as possible,17,DELIVERY_DELAY,ESCALATE,Customer is waiting for a product and asks Amazon to take action.,
280626,@AmazonHelp Ahí dice q en mi caso contacte con el transportista que es lo q ya he hecho desde hace una semana con pésima atención de @130709 https://t.co/XpUsxsaGFS,Ahí dice q en mi caso contacte con el transportista que es lo q ya he hecho desde hace una semana con pésima atención de,25,DELIVERY_FAILURE,ESCALATE,Customer already contacted the carrier for a week with poor service and still needs delivery assistance.,
2664066,@AmazonHelp Der Link wurde mir schon ein paar mal geschickt. Er beantwortet aber nicht meine Frage: Warum darf ich nicht mehr per Bankeinzug zahlen? Ich werde mir keine Amazon Kreditkarte kaufen! Ich kaufe garnichts mehr bei Amazon! Saftladen! (Aber danke für deinen Willen zu helfen),Der Link wurde mir schon ein paar mal geschickt. Er beantwortet aber nicht meine Frage: Warum darf ich nicht mehr per Bankeinzug zahlen? Ich werde mir keine Amazon Kreditkarte kaufen! Ich kaufe garnichts mehr bei Amazon! Saftladen! (Aber danke für deinen Willen zu helfen),44,PAYMENT,ESCALATE,Customer cannot use bank debit as a payment method and explicitly asks why.,
2790466,"@115830 book arrived today with fingerprints smeared in, what I hope is... glue? But could something much worse. Cannot be given as Christmas present 🤢","book arrived today with fingerprints smeared in, what I hope is... glue? But could something much worse. Cannot be given as Christmas present 🤢",24,DELIVERY_FAILURE,ESCALATE,Product arrived in unacceptable condition and cannot be used as intended.,
850142,@AmazonHelp Non pas encore.,Non pas encore.,3,OTHER,AUTO_HANDLE,Short conversational response with no actionable issue.,
2255230,"@115821 I'm trying to checkout with @1384 and it says ""no delivery times available."" Is there something going on in CLT? I've had several successful deliveries in the past...","I'm trying to checkout with and it says ""no delivery times available."" Is there something going on in CLT? I've had several successful deliveries in the past...",27,ORDER_PRODUCT,ESCALATE,Customer cannot complete checkout because no delivery times are available for the order.,
2524372,"Hey @115821, your “shipping partner” @2150 is awful. Failed 1-day delivery, pkg “misrouted” on 2nd day after being told by customer service that driver was en route to my home. I will be sure to cancel any future order that shows to be handled by @2150. Unacceptable.","Hey , your “shipping partner” is awful. Failed 1-day delivery, pkg “misrouted” on 2nd day after being told by customer service that driver was en route to my home. I will be sure to cancel any future order that shows to be handled by . Unacceptable.",46,DELIVERY_FAILURE,ESCALATE,Shipping partner failed a one-day delivery and the package was subsequently misrouted.,
2826407,@AmazonHelp Va bene :),Va bene :),3,OTHER,AUTO_HANDLE,Casual acknowledgment with no support request.,
2472509,@115850 @AmazonHelp @115821 pathetic service ever. The package that was supposed be delivered last Friday hasn’t reached yet.,pathetic service ever. The package that was supposed be delivered last Friday hasn’t reached yet.,15,DELIVERY_DELAY,ESCALATE,Package was expected Friday and still has not arrived.,
2690663,@115821 I love it when I my package is in my area then the driver parks outside my house sorts threw packages then drives off and customer service is useless @AmazonHelp,I love it when I my package is in my area then the driver parks outside my house sorts threw packages then drives off and customer service is useless,29,DELIVERY_FAILURE,ESCALATE,Customer observes driver behavior suggesting the package was not delivered despite being nearby.,
795721,@115850 I have not rescheduled my delivery. I have called them 3 times asking where the order is. They are trying to cheat your system https://t.co/ehRFAcmhrB,I have not rescheduled my delivery. I have called them 3 times asking where the order is. They are trying to cheat your system,24,DELIVERY_FAILURE,ESCALATE,Customer says delivery was not rescheduled and reports suspected manipulation of the delivery system.,
1180560,@115821 What's the deal with your shipping department?  Are you instructing them to destroy orders so Prime members like myself will cancel?,What's the deal with your shipping department? Are you instructing them to destroy orders so Prime members like myself will cancel?,21,DELIVERY_FAILURE,ESCALATE,Customer alleges the shipping department is mishandling or destroying orders.,
729221,@AmazonHelp hello mon compte est inaccessible !  merci de me contacter en MP pour vous donner mon login. merci,hello mon compte est inaccessible ! merci de me contacter en MP pour vous donner mon login. merci,18,OTHER,ESCALATE,"Account is inaccessible, but the taxonomy has no dedicated account-access intent; direct account intervention is required.",
1786560,"So @3375 either delivered to the WRONG address, or lied &amp; marked it delivered 5 minutes before @115821’s guaranteed time. #ontrac","So either delivered to the WRONG address, or lied and marked it delivered 5 minutes before ’s guaranteed time. #ontrac",20,DELIVERY_FAILURE,ESCALATE,Package appears to have been delivered to the wrong address or falsely marked as delivered.,
738378,@115830 Ordered Philips Epilator more than a week ago and the delivery date was maximum by 10/10. Still waiting. Shitty response by site.,Ordered Philips Epilator more than a week ago and the delivery date was maximum by 10/10. Still waiting. Shitty response by site.,22,DELIVERY_DELAY,ESCALATE,Product is more than a week late relative to its promised delivery date.,
